"		지점번호",지점명,일시,평균기온(℃),평균최고기온(℃),최고기온(℃),"	최고기온일자",평균최저기온(℃),최저기온(℃),최저기온일자
"		108",서울,1907-10-01,13.9,20.2,25.4,1907-10-05,8.3,3.3,1907-10-24
"		108",서울,1907-11-01,5.3,10.2,21.3,1907-11-01,0.6,-8.9,1907-11-30
"		108",서울,1907-12-01,-3.9,0.8,9,1907-12-13,-8.7,-20.1,1907-12-23
"		108",서울,1908-01-01,-3.5,0.1,6.2,1908-01-31,-7.5,-14.3,1908-01-22
"		108",서울,1908-02-01,-4,0.8,8.4,1908-02-27,-8.8,-15.8,1908-02-07
"		108",서울,1908-03-01,2.9,8.1,18.2,1908-03-29,-1.7,-7.4,1908-03-02
"		108",서울,1908-04-01,10.1,16.5,22.9,1908-04-20,4.6,-0.7,1908-04-07
"		108",서울,1908-05-01,14.9,21.1,25.2,1908-05-25,10,5.2,1908-05-04
"		108",서울,1908-06-01,20.7,26.8,32.4,1908-06-23,16.3,11.6,1908-06-08
"		108",서울,1908-07-01,23.5,27.6,32.9,1908-07-24,20.3,14.7,1908-07-06
"		108",서울,1908-08-01,24.3,29.2,33.6,1908-08-06,21,14.8,1908-08-30
"		108",서울,1908-09-01,19.3,25,28.7,1908-09-05,14.7,9,1908-09-24
"		108",서울,1908-10-01,13.6,19.9,25.3,1908-10-22,7.7,-0.3,1908-10-30
"		108",서울,1908-11-01,3.6,8.9,18.9,1908-11-05,-1.5,-8.6,1908-11-28
"		108",서울,1908-12-01,-0.8,4.7,11.7,1908-12-14,-6,-12.7,1908-12-31
"		108",서울,1909-01-01,-2.5,2,7.6,1909-01-04,-7.3,-13.6,1909-01-22
"		108",서울,1909-02-01,-3.2,2.1,8.8,1909-02-14,-8.6,-13.2,1909-02-07
"		108",서울,1909-03-01,1.8,7.3,15.2,1909-03-11,-3.1,-8.7,1909-03-03
"		108",서울,1909-04-01,10.4,16.6,23.3,1909-04-25,4.6,-1.6,1909-04-16
"		108",서울,1909-05-01,15.4,21.8,29.8,1909-05-30,10.2,5.7,1909-05-01
"		108",서울,1909-06-01,20.6,26.7,31.7,1909-06-01,15.8,11.2,1909-06-10
"		108",서울,1909-07-01,24.6,28.8,31.8,1909-07-23,21.4,15.4,1909-07-05
"		108",서울,1909-08-01,25.3,29.5,35.6,1909-08-08,22.3,19.8,1909-08-31
"		108",서울,1909-09-01,20.2,25.8,29.5,1909-09-19,15.8,10.1,1909-09-30
"		108",서울,1909-10-01,12.2,18.4,26.5,1909-10-03,6.6,-0.8,1909-10-30
"		108",서울,1909-11-01,5.2,11.4,20.3,1909-11-03,-0.8,-7,1909-11-30
"		108",서울,1909-12-01,-3.4,1,11,1909-12-31,-7.8,-14.6,1909-12-26
"		108",서울,1910-01-01,-2.2,1.9,8,1910-01-04,-5.6,-19.9,1910-01-31
"		108",서울,1910-02-01,-3.4,2,8.3,1910-02-25,-8.2,-19.6,1910-02-02
"		108",서울,1910-03-01,2.5,7.9,15,1910-03-25,-2.6,-8.6,1910-03-06
"		108",서울,1910-04-01,9.9,16.5,23,1910-04-16,4.3,-1.8,1910-04-15
"		108",서울,1910-05-01,16.3,24.3,31,1910-05-28,10.1,5.9,1910-05-19
"		108",서울,1910-06-01,19.8,25.3,31.5,1910-06-30,15.6,12.4,1910-06-05
"		108",서울,1910-07-01,23.3,27.2,33.3,1910-07-30,20.5,15.9,1910-07-02
"		108",서울,1910-08-01,24.2,29.2,32,1910-08-05,20.8,16.7,1910-08-18
"		108",서울,1910-09-01,19.1,24.4,27,1910-09-08,14.9,10.2,1910-09-28
"		108",서울,1910-10-01,13.7,21.3,24.1,1910-10-03,7.2,1.3,1910-10-10
"		108",서울,1910-11-01,5.5,10.9,20.2,1910-11-01,0.6,-8.4,1910-11-19
"		108",서울,1910-12-01,-4.6,0.2,5.8,1910-12-27,-9.4,-16.8,1910-12-12
"		108",서울,1911-01-01,-5,0,8.8,1911-01-29,-10,-21.5,1911-01-13
"		108",서울,1911-02-01,-1.1,4,12.5,1911-02-28,-5.4,-11.2,1911-02-18
"		108",서울,1911-03-01,4,8.5,19.1,1911-03-29,0,-5.3,1911-03-03
"		108",서울,1911-04-01,9.4,15.5,24.1,1911-04-13,4.3,0.3,1911-04-20
"		108",서울,1911-05-01,15.6,22.6,30,1911-05-31,9.7,3.7,1911-05-07
"		108",서울,1911-06-01,20.3,26.1,30.6,1911-06-21,15.9,10.7,1911-06-05
"		108",서울,1911-07-01,23.5,28,31,1911-07-18,20.2,16.9,1911-07-05
"		108",서울,1911-08-01,25,30.6,34.5,1911-08-12,21,18,1911-08-07
"		108",서울,1911-09-01,20.8,25.8,32.8,1911-09-01,16.7,11,1911-09-23
"		108",서울,1911-10-01,11.6,18,22.9,1911-10-01,5.9,0.1,1911-10-29
"		108",서울,1911-11-01,6,10.8,15.7,1911-11-22,1.3,-4.9,1911-11-29
"		108",서울,1911-12-01,-3,1.4,9.5,1911-12-02,-7.9,-14.9,1911-12-22
"		108",서울,1912-01-01,-4.7,0.4,5.4,1912-01-26,-10.1,-15.2,1912-01-03
"		108",서울,1912-02-01,1,6,14.7,1912-02-26,-3.6,-9.9,1912-02-02
"		108",서울,1912-03-01,4.1,9.5,16.3,1912-03-26,-1,-6.8,1912-03-14
"		108",서울,1912-04-01,9.8,16,23.1,1912-04-23,4.2,-2.5,1912-04-05
"		108",서울,1912-05-01,14.8,20.7,29.7,1912-05-17,9.5,4.7,1912-05-09
"		108",서울,1912-06-01,20.7,26.8,30,1912-06-05,15.8,12.3,1912-06-01
"		108",서울,1912-07-01,23.8,28.4,32.2,1912-07-29,19.8,16,1912-07-25
"		108",서울,1912-08-01,24.6,29.2,34,1912-08-05,21.2,17.7,1912-08-19
"		108",서울,1912-09-01,17.7,24.6,32.2,1912-09-01,12.1,7.3,1912-09-24
"		108",서울,1912-10-01,11.1,17.5,25.7,1912-10-04,4.7,-1.2,1912-10-23
"		108",서울,1912-11-01,1.4,6.8,16.5,1912-11-04,-3.8,-9.9,1912-11-16
"		108",서울,1912-12-01,-3,1.5,8.8,1912-12-05,-7.9,-18.6,1912-12-24
"		108",서울,1913-01-01,-5.1,-0.3,6.3,1913-01-03,-10.6,-18.9,1913-01-14
"		108",서울,1913-02-01,-3.7,1.5,11.5,1913-02-21,-8.9,-19.6,1913-02-09
"		108",서울,1913-03-01,1.9,8.1,18.4,1913-03-17,-3.9,-12,1913-03-07
"		108",서울,1913-04-01,10.9,17.4,25.6,1913-04-21,5.2,0.7,1913-04-01
"		108",서울,1913-05-01,14.4,20.5,30,1913-05-24,9.4,5,1913-05-11
"		108",서울,1913-06-01,20.2,25.3,30.8,1913-06-14,16.1,13.3,1913-06-23
"		108",서울,1913-07-01,22.3,26.4,30.7,1913-07-30,18.8,13,1913-07-09
"		108",서울,1913-08-01,23.8,29,31.7,1913-08-08,19.7,14.4,1913-08-31
"		108",서울,1913-09-01,19.3,25.9,30,1913-09-11,13.7,8,1913-09-24
"		108",서울,1913-10-01,13,19.5,30.1,1913-10-03,7.2,-1,1913-10-27
"		108",서울,1913-11-01,4.9,11.2,17.6,1913-11-12,-1.2,-8.9,1913-11-29
"		108",서울,1913-12-01,-1.9,2.6,10.9,1913-12-01,-6.6,-16.9,1913-12-18
"		108",서울,1914-01-01,-2.2,2,9.2,1914-01-13,-6.2,-14,1914-01-08
"		108",서울,1914-02-01,0.5,5,12.3,1914-02-16,-3.8,-10.7,1914-02-03
"		108",서울,1914-03-01,5.2,10.1,17.1,1914-03-23,0.7,-4.3,1914-03-26
"		108",서울,1914-04-01,10.5,16,24.8,1914-04-27,5.8,0.1,1914-04-05
"		108",서울,1914-05-01,17.3,23.8,29.1,1914-05-11,11.8,6.3,1914-05-04
"		108",서울,1914-06-01,21.4,26.7,35,1914-06-24,17.4,13,1914-06-09
"		108",서울,1914-07-01,26.1,30.4,35.6,1914-07-26,23.1,19.4,1914-07-06
"		108",서울,1914-08-01,25.5,29.9,34.4,1914-08-21,22.3,19.2,1914-08-30
"		108",서울,1914-09-01,20.6,26,32.4,1914-09-02,16.3,9.7,1914-09-27
"		108",서울,1914-10-01,13.7,19.7,24.1,1914-10-06,8.9,1.9,1914-10-22
"		108",서울,1914-11-01,6.1,11.2,21.1,1914-11-03,1.5,-7,1914-11-28
"		108",서울,1914-12-01,-1,3.1,14.1,1914-12-01,-5.2,-10.2,1914-12-24
"		108",서울,1915-01-01,-3.9,0.5,12,1915-01-27,-8.5,-21.3,1915-01-14
"		108",서울,1915-02-01,-2.7,1.6,11,1915-02-22,-7,-16.3,1915-02-05
"		108",서울,1915-03-01,0.6,5.2,16.7,1915-03-04,-3.5,-14.1,1915-03-01
"		108",서울,1915-04-01,9.4,14.9,22.3,1915-04-10,4.4,-2,1915-04-08
"		108",서울,1915-05-01,15.3,21.1,28.3,1915-05-29,10.7,4.1,1915-05-02
"		108",서울,1915-06-01,20.7,25.8,30.5,1915-06-15,16.8,14.1,1915-06-03
"		108",서울,1915-07-01,25.1,29.5,33.9,1915-07-27,22.1,15.6,1915-07-05
"		108",서울,1915-08-01,24.4,29.1,34.8,1915-08-03,21,16.3,1915-08-29
"		108",서울,1915-09-01,19.3,24.4,27.9,1915-09-19,15.1,9.3,1915-09-15
"		108",서울,1915-10-01,14.7,20.4,26.8,1915-10-01,10,-1.7,1915-10-28
"		108",서울,1915-11-01,6.2,11.7,17.8,1915-11-03,1.4,-6.4,1915-11-30
"		108",서울,1915-12-01,0.8,5.7,13.5,1915-12-06,-3.9,-12.8,1915-12-19
"		108",서울,1916-01-01,0,4.6,12.2,1916-01-08,-4.2,-12.5,1916-01-24
"		108",서울,1916-02-01,-0.8,4.4,12,1916-02-24,-5,-9.5,1916-02-26
"		108",서울,1916-03-01,0.4,6.2,14.2,1916-03-26,-4.5,-10.1,1916-03-02
"		108",서울,1916-04-01,10.5,16.4,24.2,1916-04-27,6,-3.9,1916-04-06
"		108",서울,1916-05-01,14.5,21.7,29.7,1916-05-13,9.4,3.3,1916-05-08
"		108",서울,1916-06-01,20.1,26.8,32.2,1916-06-04,15.7,9.6,1916-06-01
"		108",서울,1916-07-01,23.6,28.4,33.2,1916-07-30,19.9,16.3,1916-07-03
"		108",서울,1916-08-01,25.5,30.5,33,1916-08-27,21.6,16.9,1916-08-22
"		108",서울,1916-09-01,19.2,24.1,28.2,1916-09-21,15.6,6.8,1916-09-29
"		108",서울,1916-10-01,12.7,18.9,22.9,1916-10-11,7.3,0.2,1916-10-27
"		108",서울,1916-11-01,6.5,12.3,23.3,1916-11-06,1.5,-9.7,1916-11-30
"		108",서울,1916-12-01,-1.4,3.9,11.6,1916-12-04,-6.3,-19,1916-12-26
"		108",서울,1917-01-01,-9,-3.7,2.9,1917-01-13,-14.4,-21.1,1917-01-22
"		108",서울,1917-02-01,-3.4,1.9,10.8,1917-02-26,-8.8,-17.6,1917-02-01
"		108",서울,1917-03-01,2.8,8.8,18.9,1917-03-13,-2.2,-9.5,1917-03-01
"		108",서울,1917-04-01,10.2,17.1,22.2,1917-04-24,4.1,-0.3,1917-04-08
"		108",서울,1917-05-01,14.1,20.2,26.5,1917-05-19,9,2.4,1917-05-02
"		108",서울,1917-06-01,21.5,28.4,36.7,1917-06-16,15.8,9.7,1917-06-05
"		108",서울,1917-07-01,25.7,31,36.6,1917-07-31,21.6,17.7,1917-07-07
"		108",서울,1917-08-01,24.8,30,36.6,1917-08-02,20.7,16.4,1917-08-15
"		108",서울,1917-09-01,20,25.1,29.6,1917-09-05,15.8,11.1,1917-09-30
"		108",서울,1917-10-01,13.2,20.2,24.5,1917-10-01,7.6,-0.4,1917-10-30
"		108",서울,1917-11-01,3.3,8.4,18.1,1917-11-03,-1.3,-7.6,1917-11-07
"		108",서울,1917-12-01,-5.7,-1.2,10.9,1917-12-02,-10.2,-20.4,1917-12-27
"		108",서울,1918-01-01,-7.5,-1.8,5.6,1918-01-29,-13.4,-21.8,1918-01-03
"		108",서울,1918-02-01,0.1,5.3,14.4,1918-02-25,-4.7,-11.4,1918-02-18
"		108",서울,1918-03-01,4.3,10.3,18.9,1918-03-18,-1.1,-6.1,1918-03-02
"		108",서울,1918-04-01,10.9,17.4,26.3,1918-04-29,5.3,-0.1,1918-04-11
"		108",서울,1918-05-01,14.8,20.4,26.8,1918-05-24,10,4.3,1918-05-07
"		108",서울,1918-06-01,20.1,25.5,31.5,1918-06-20,15.4,11.1,1918-06-11
"		108",서울,1918-07-01,23.3,27.9,36.1,1918-07-25,19.7,16.1,1918-07-15
"		108",서울,1918-08-01,24.7,29.8,35.2,1918-08-07,20.9,17.3,1918-08-20
"		108",서울,1918-09-01,19.2,25.2,29.9,1918-09-01,14.4,8.7,1918-09-20
"		108",서울,1918-10-01,12.9,20,25,1918-10-08,6.8,-2.6,1918-10-25
"		108",서울,1918-11-01,4.6,9.6,20.4,1918-11-01,0,-6.2,1918-11-29
"		108",서울,1918-12-01,-1.5,3.5,9.7,1918-12-06,-6.1,-13,1918-12-09
"		108",서울,1919-01-01,-4.7,-0.8,7.2,1919-01-09,-9,-17.5,1919-01-21
"		108",서울,1919-02-01,-1.7,4.5,13.3,1919-02-27,-7.3,-18.3,1919-02-05
"		108",서울,1919-03-01,4.9,10.7,21,1919-03-23,-0.5,-5.9,1919-03-29
"		108",서울,1919-04-01,10.2,17.1,22.9,1919-04-30,4,-3.9,1919-04-01
"		108",서울,1919-05-01,16.1,22.5,28.3,1919-05-09,10.4,3.1,1919-05-04
"		108",서울,1919-06-01,21,26.3,30,1919-06-25,16.8,11.8,1919-06-06
"		108",서울,1919-07-01,25.6,31.2,35.9,1919-07-31,21.5,16.3,1919-07-10
"		108",서울,1919-08-01,26.3,32.2,37.5,1919-08-01,21.7,17,1919-08-18
"		108",서울,1919-09-01,19.5,25.3,28.8,1919-09-02,14.6,8.6,1919-09-17
"		108",서울,1919-10-01,12.8,18.9,26.3,1919-10-02,7.3,-2.2,1919-10-31
"		108",서울,1919-11-01,5.8,11.8,19.9,1919-11-04,0.2,-9.3,1919-11-25
"		108",서울,1919-12-01,-2.7,2.2,8.5,1919-12-04,-7.9,-19.3,1919-12-30
"		108",서울,1920-01-01,-6.8,-1.9,7.5,1920-01-31,-12.7,-22.3,1920-01-04
"		108",서울,1920-02-01,-3.2,1,8.5,1920-02-01,-7.5,-18.5,1920-02-11
"		108",서울,1920-03-01,5.1,10.5,22.2,1920-03-21,0.2,-7.8,1920-03-06
"		108",서울,1920-04-01,10.4,16.9,22.3,1920-04-29,4.3,-0.2,1920-04-06
"		108",서울,1920-05-01,17.3,24.4,29.3,1920-05-22,11.5,7.7,1920-05-01
"		108",서울,1920-06-01,21.6,27.8,35.6,1920-06-30,16.3,12.5,1920-06-02
"		108",서울,1920-07-01,25.2,29.9,34.3,1920-07-16,21.6,19.5,1920-07-10
"		108",서울,1920-08-01,25,30,33.6,1920-08-10,21.2,18,1920-08-05
"		108",서울,1920-09-01,21.1,26.4,33,1920-09-05,16.6,10.6,1920-09-26
"		108",서울,1920-10-01,14.7,21.5,25.9,1920-10-01,8.6,2.7,1920-10-24
"		108",서울,1920-11-01,7.3,13,21.9,1920-11-02,1.8,-4.6,1920-11-22
"		108",서울,1920-12-01,-1.2,3.2,12.9,1920-12-01,-6.3,-18.9,1920-12-28
"		108",서울,1921-01-01,-2.7,1.8,8.5,1921-01-24,-7.5,-15.3,1921-01-09
"		108",서울,1921-02-01,-1.3,3.9,9.5,1921-02-26,-6.2,-11.6,1921-02-22
"		108",서울,1921-03-01,3.3,8.7,17,1921-03-31,-1.5,-6.6,1921-03-15
"		108",서울,1921-04-01,10.9,17.5,28.3,1921-04-26,5.3,-0.7,1921-04-06
"		108",서울,1921-05-01,16.2,22.6,26.7,1921-05-28,10.8,5.9,1921-05-07
"		108",서울,1921-06-01,20.1,25.9,32.7,1921-06-16,15.1,9.3,1921-06-03
"		108",서울,1921-07-01,24,28.6,32.3,1921-07-27,20.6,17.4,1921-07-01
"		108",서울,1921-08-01,25.6,30.8,36,1921-08-15,21.8,17.3,1921-08-27
"		108",서울,1921-09-01,19.8,25.4,30.8,1921-09-16,15.2,9.8,1921-09-28
"		108",서울,1921-10-01,12.3,18.6,24,1921-10-07,6.8,-0.5,1921-10-30
"		108",서울,1921-11-01,3.4,8.8,17.2,1921-11-14,-1.5,-9.4,1921-11-26
"		108",서울,1921-12-01,-0.7,4.2,11.7,1921-12-09,-5.4,-13.6,1921-12-25
"		108",서울,1922-01-01,-7.8,-3.1,4,1922-01-14,-13.1,-21,1922-01-20
"		108",서울,1922-02-01,0.7,6,12.4,1922-02-20,-4.4,-17.6,1922-02-01
"		108",서울,1922-03-01,2.7,8.5,14.5,1922-03-30,-2.4,-10.2,1922-03-25
"		108",서울,1922-04-01,12.3,19.5,28.4,1922-04-29,5.9,-0.8,1922-04-01
"		108",서울,1922-05-01,16,22.3,32,1922-05-28,10.7,6,1922-05-10
"		108",서울,1922-06-01,21.7,28.4,34.5,1922-06-20,16.3,11,1922-06-01
"		108",서울,1922-07-01,24.1,28.1,34.5,1922-07-21,21,16.2,1922-07-05
"		108",서울,1922-08-01,25.8,30.3,36.3,1922-08-16,22.6,19,1922-08-25
"		108",서울,1922-09-01,20.7,26.1,32.5,1922-09-09,16.3,6.2,1922-09-29
"		108",서울,1922-10-01,14.1,20.1,25.2,1922-10-07,8.5,1.3,1922-10-11
"		108",서울,1922-11-01,3.5,8.9,19.1,1922-11-05,-1.5,-11.6,1922-11-27
"		108",서울,1922-12-01,-3.9,0.8,8.5,1922-12-09,-9.2,-15.7,1922-12-20
"		108",서울,1923-01-01,-5.8,-1.7,4.3,1923-01-20,-10.8,-20.4,1923-01-02
"		108",서울,1923-02-01,-3,1.3,9.5,1923-02-18,-7.8,-14.1,1923-02-06
"		108",서울,1923-03-01,4.8,9.9,19.5,1923-03-25,-0.4,-8.2,1923-03-13
"		108",서울,1923-04-01,9.3,15.1,23,1923-04-27,4.1,-1.3,1923-04-20
"		108",서울,1923-05-01,16.6,22.9,27.7,1923-05-24,11.4,7.7,1923-05-04
"		108",서울,1923-06-01,20.9,27.5,33,1923-06-27,15.3,10.1,1923-06-03
"		108",서울,1923-07-01,24.2,28.6,32.3,1923-07-16,20.5,16.5,1923-07-01
"		108",서울,1923-08-01,26.1,30.9,35.9,1923-08-06,22.6,19.1,1923-08-30
"		108",서울,1923-09-01,19.4,25,30.4,1923-09-01,14.6,5.6,1923-09-28
"		108",서울,1923-10-01,12.5,18.5,22.1,1923-10-19,6.8,0.4,1923-10-24
"		108",서울,1923-11-01,4.7,10.1,16.7,1923-11-06,-0.4,-10.9,1923-11-30
"		108",서울,1923-12-01,-2.1,2.4,8.9,1923-12-06,-7,-16.8,1923-12-29
"		108",서울,1924-01-01,-2.5,2.8,9.2,1924-01-06,-8,-18.7,1924-01-27
"		108",서울,1924-02-01,-1.8,2.8,12.1,1924-02-07,-6.4,-13.2,1924-02-23
"		108",서울,1924-03-01,1.1,6.5,20.2,1924-03-31,-4.1,-9.6,1924-03-02
"		108",서울,1924-04-01,11.1,17.8,24.5,1924-04-22,5.3,-2.8,1924-04-05
"		108",서울,1924-05-01,16,22.4,26.5,1924-05-06,10.3,7.6,1924-05-03
"		108",서울,1924-06-01,21.2,27.9,33.4,1924-06-27,15.5,12,1924-06-01
"		108",서울,1924-07-01,25.6,29.9,35.4,1924-07-16,22.2,19.3,1924-07-09
"		108",서울,1924-08-01,27,32.8,37.4,1924-08-09,22.4,16.7,1924-08-30
"		108",서울,1924-09-01,20.3,26.4,32.4,1924-09-03,15.2,8.6,1924-09-19
"		108",서울,1924-10-01,12.6,19.2,26.2,1924-10-01,6.1,-4,1924-10-25
"		108",서울,1924-11-01,3.3,8.5,16.5,1924-11-29,-2,-9,1924-11-27
"		108",서울,1924-12-01,-1.6,2.7,10.7,1924-12-03,-6.6,-14,1924-12-11
"		108",서울,1925-01-01,-4.1,0.7,6,1925-01-14,-9.3,-15.4,1925-01-12
"		108",서울,1925-02-01,-2.9,2,7.7,1925-02-05,-8.2,-15.2,1925-02-25
"		108",서울,1925-03-01,1.5,6.5,12.1,1925-03-28,-3.3,-10.3,1925-03-08
"		108",서울,1925-04-01,9.8,16.6,23,1925-04-20,3.8,-3.3,1925-04-06
"		108",서울,1925-05-01,16.1,21.9,29.6,1925-05-05,11.2,7.2,1925-05-01
"		108",서울,1925-06-01,20.6,26.3,30.3,1925-06-21,15.7,10.6,1925-06-15
"		108",서울,1925-07-01,23.3,27.7,33.7,1925-07-27,19.5,14.5,1925-07-14
"		108",서울,1925-08-01,25.2,30.1,33.6,1925-08-27,21.5,17.4,1925-08-07
"		108",서울,1925-09-01,19.8,25.1,30,1925-09-02,15,8.1,1925-09-21
"		108",서울,1925-10-01,13.3,19.7,23.8,1925-10-01,7.2,-1.3,1925-10-22
"		108",서울,1925-11-01,7.4,12.4,18.6,1925-11-01,2.4,-6.2,1925-11-30
"		108",서울,1925-12-01,-1.4,2.3,14.1,1925-12-09,-6.1,-17.4,1925-12-30
"		108",서울,1926-01-01,-4.8,-0.8,6.2,1926-01-27,-9.6,-18.6,1926-01-03
"		108",서울,1926-02-01,-2.5,2.2,7.7,1926-02-21,-7.6,-15.1,1926-02-01
"		108",서울,1926-03-01,3.1,9,19.4,1926-03-31,-2.4,-6.5,1926-03-26
"		108",서울,1926-04-01,9.1,15.4,20.3,1926-04-23,3.2,-1.2,1926-04-04
"		108",서울,1926-05-01,16.7,22,25.8,1926-05-25,12,5.1,1926-05-01
"		108",서울,1926-06-01,20.7,27.2,31.6,1926-06-21,15.2,10.3,1926-06-15
"		108",서울,1926-07-01,24.1,28.4,33,1926-07-15,20.3,15.6,1926-07-01
"		108",서울,1926-08-01,25.4,29.4,33,1926-08-15,22,18.2,1926-08-28
"		108",서울,1926-09-01,20.3,25.3,30,1926-09-07,15.9,9,1926-09-28
"		108",서울,1926-10-01,11.5,17.1,23.6,1926-10-03,6,-1.1,1926-10-24
"		108",서울,1926-11-01,6.3,12,17.5,1926-11-10,0.7,-4.5,1926-11-15
"		108",서울,1926-12-01,-4,0.3,12.5,1926-12-01,-8.6,-16.9,1926-12-09
"		108",서울,1927-01-01,-4.1,0.1,11.7,1927-01-06,-9.1,-17.7,1927-01-22
"		108",서울,1927-02-01,-2.9,1.6,9.7,1927-02-19,-7.6,-14.8,1927-02-09
"		108",서울,1927-03-01,3.4,8.6,19.3,1927-03-31,-1.7,-7.1,1927-03-06
"		108",서울,1927-04-01,11.7,17.8,24.8,1927-04-27,5.9,-1.2,1927-04-05
"		108",서울,1927-05-01,13.8,19.3,26.9,1927-05-28,8.9,4.9,1927-05-08
"		108",서울,1927-06-01,21.2,27.7,33.5,1927-06-22,15.7,11.1,1927-06-01
"		108",서울,1927-07-01,25.7,30,35,1927-07-28,22.3,18.5,1927-07-02
"		108",서울,1927-08-01,25,29.9,33.3,1927-08-07,21.4,16.8,1927-08-22
"		108",서울,1927-09-01,19.6,25.9,29.5,1927-09-11,13.8,8.2,1927-09-20
"		108",서울,1927-10-01,12.8,18.7,26.6,1927-10-08,7.1,0.8,1927-10-16
"		108",서울,1927-11-01,7.7,13.7,19.9,1927-11-03,1.5,-4.5,1927-11-18
"		108",서울,1927-12-01,-2,2,10.2,1927-12-13,-7.2,-23.1,1927-12-31
"		108",서울,1928-01-01,-5.2,-1,7.9,1928-01-22,-10.1,-22.2,1928-01-05
"		108",서울,1928-02-01,-2.3,2,9.3,1928-02-29,-7.3,-15.1,1928-02-08
"		108",서울,1928-03-01,4.1,9.1,17.9,1928-03-30,-1,-4.9,1928-03-03
"		108",서울,1928-04-01,12.1,18.7,24.3,1928-04-15,5.8,0.6,1928-04-07
"		108",서울,1928-05-01,16.5,23.2,29,1928-05-28,10.9,5.7,1928-05-18
"		108",서울,1928-06-01,21.5,27.8,32.2,1928-06-11,16.1,12.1,1928-06-06
"		108",서울,1928-07-01,25,29.8,33.7,1928-07-24,21,18,1928-07-21
"		108",서울,1928-08-01,25.7,31.7,35.2,1928-08-14,20.7,17.5,1928-08-22
"		108",서울,1928-09-01,20.3,25.5,31.7,1928-09-02,15.7,3.2,1928-09-26
"		108",서울,1928-10-01,12.3,19.5,25.7,1928-10-26,6,-1.5,1928-10-31
"		108",서울,1928-11-01,5.2,10.8,18,1928-11-06,-0.5,-7.7,1928-11-17
"		108",서울,1928-12-01,-1.9,2.6,13.3,1928-12-01,-7,-16.3,1928-12-19
"		108",서울,1929-01-01,-4.8,-0.2,7.4,1929-01-11,-9.8,-17.5,1929-01-07
"		108",서울,1929-02-01,-2.8,2.8,16,1929-02-28,-8.2,-17.1,1929-02-02
"		108",서울,1929-03-01,4.4,10.5,20.6,1929-03-23,-1,-8.8,1929-03-03
"		108",서울,1929-04-01,10.4,17,22.5,1929-04-27,4.5,-0.3,1929-04-03
"		108",서울,1929-05-01,16.7,23.5,29.9,1929-05-31,11.2,5.9,1929-05-05
"		108",서울,1929-06-01,22.9,29.8,35.5,1929-06-25,17,13,1929-06-08
"		108",서울,1929-07-01,25.9,30.8,34.2,1929-07-31,22.3,18.4,1929-07-03
"		108",서울,1929-08-01,26.2,31.8,36.7,1929-08-12,21.8,16.2,1929-08-29
"		108",서울,1929-09-01,18.8,25.7,28.5,1929-09-24,13,8.6,1929-09-20
"		108",서울,1929-10-01,12.8,20.2,28.4,1929-10-04,6.4,-1,1929-10-29
"		108",서울,1929-11-01,4.9,10.9,17.5,1929-11-07,-0.6,-8.7,1929-11-23
"		108",서울,1929-12-01,1.5,5.2,14.4,1929-12-01,-2.6,-16.8,1929-12-25
"		108",서울,1930-01-01,-4.5,0.5,8.6,1930-01-27,-9.7,-17.4,1930-01-06
"		108",서울,1930-02-01,0.9,6.5,15.8,1930-02-22,-4.4,-11.3,1930-02-03
"		108",서울,1930-03-01,6.3,11.7,21.1,1930-03-26,1,-3.5,1930-03-09
"		108",서울,1930-04-01,12.5,18.9,24.3,1930-04-18,6.9,0.1,1930-04-02
"		108",서울,1930-05-01,16.7,23.4,29.5,1930-05-15,10.8,6,1930-05-07
"		108",서울,1930-06-01,21.4,28.1,34.2,1930-06-13,15.8,11,1930-06-07
"		108",서울,1930-07-01,25.5,29.6,35.2,1930-07-26,22.2,19.2,1930-07-15
"		108",서울,1930-08-01,26.4,32.2,37.4,1930-08-11,22.1,16.4,1930-08-30
"		108",서울,1930-09-01,19.5,25.7,29.1,1930-09-07,14.1,7.6,1930-09-23
"		108",서울,1930-10-01,14,20.9,25.5,1930-10-09,8,3.8,1930-10-21
"		108",서울,1930-11-01,3.1,7.6,16.8,1930-11-09,-1.5,-8.5,1930-11-12
"		108",서울,1930-12-01,-0.8,3.7,11,1930-12-19,-5.8,-12.5,1930-12-31
"		108",서울,1931-01-01,-3.9,0.3,7.4,1931-01-05,-8.9,-22.5,1931-01-11
"		108",서울,1931-02-01,-2.7,2.1,10.7,1931-02-03,-7.7,-17.8,1931-02-08
"		108",서울,1931-03-01,4.7,11,19.4,1931-03-15,-0.9,-10.7,1931-03-01
"		108",서울,1931-04-01,8.8,14.9,21.2,1931-04-28,4,-1,1931-04-08
"		108",서울,1931-05-01,16.3,23.6,28.6,1931-05-24,10.9,5.8,1931-05-02
"		108",서울,1931-06-01,21.4,27.9,32.3,1931-06-30,17.1,12.5,1931-06-03
"		108",서울,1931-07-01,22.4,27.4,31,1931-07-29,19.2,15.2,1931-07-14
"		108",서울,1931-08-01,25,29.5,36,1931-08-09,22.3,15.2,1931-08-31
"		108",서울,1931-09-01,20,26.3,31.4,1931-09-23,15.4,7.7,1931-09-29
"		108",서울,1931-10-01,11.9,19.7,27.7,1931-10-04,5.8,-3,1931-10-28
"		108",서울,1931-11-01,7.7,13.6,20.2,1931-11-14,3.2,-7.1,1931-11-19
